"address","attributes.ByAppointmentOnly","business_id","categories","city","hours","is_open","latitude","longitude","name","postal_code","review_count","stars","state","attributes.BusinessAcceptsCreditCards","hours.Friday","hours.Monday","hours.Saturday","hours.Thursday","hours.Tuesday","hours.Wednesday","attributes.BikeParking","attributes.BusinessParking","attributes.Caters","attributes.CoatCheck","attributes.DogsAllowed","attributes.HappyHour","attributes.HasTV","attributes.OutdoorSeating","attributes.RestaurantsDelivery","attributes.RestaurantsPriceRange2","attributes.RestaurantsReservations","attributes.RestaurantsTakeOut","attributes.WheelchairAccessible","attributes.WiFi","hours.Sunday","attributes.Alcohol","attributes.GoodForKids","attributes.Ambience","attributes.DriveThru","attributes.RestaurantsAttire","attributes.RestaurantsGoodForGroups","attributes.RestaurantsTableService","attributes","attributes.NoiseLevel","attributes.GoodForMeal","attributes.BusinessAcceptsBitcoin","attributes.GoodForDancing","attributes.Music","attributes.Smoking","attributes.AcceptsInsurance","attributes.BestNights","attributes.BYOB","attributes.Corkage","attributes.BYOBCorkage","attributes.HairSpecializesIn","attributes.Open24Hours","attributes.RestaurantsCounterService","attributes.AgesAllowed","attributes.DietaryRestrictions"
"300 Goddard Blvd","False","Y5s8Ei1O6pkUw5sadG6iQg","Cinema, Arts & Entertainment","King Of Prussia",NA,1,40.092867,-75.397748,"Regal UA King Of Prussia ScreenX, 4DX & IMAX","19406",142,3,"PA",NA,"11:0-23:30","0:0-0:0","11:0-23:30","11:0-23:30","11:0-23:30","11:0-23:30",NA,NA,NA,NA,"False",NA,NA,NA,NA,NA,NA,NA,NA,"u'no'","11:0-23:30",NA,"True",NA,NA,"u'casual'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"600 N Broad St",NA,"1bp82doOUW9WP8mJoxU0DA","Outdoor Movies, Cinema, Arts & Entertainment","New Orleans",NA,1,29.9691251062,-90.0835493728,"The Broadside","70119",5,5,"LA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7200 US Highway 19 North","False","xZvfws735zT0LsBZMTd0XQ","Arts & Entertainment, Cinema","Pinellas Park",NA,1,27.836804,-82.686067,"Regal Park Place & RPX","33781",122,3,"FL",NA,"11:0-23:30","0:0-0:0","11:0-23:30","11:0-23:30","11:0-23:30","11:0-23:30",NA,NA,NA,NA,"False",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11:0-23:30",NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157 Bala Ave",NA,"9_MIL3W34LUx_S_Q3JDIqg","Arts & Entertainment, Cinema","Bala Cynwyd",NA,0,40.0046352,-75.2320044,"Clearview Bala Theatre","19004",26,3.5,"PA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"825 Walnut St",NA,"mlgewa5y_a_AxVTamXGemA","Active Life, Arts & Entertainment, Cinema, Amusement Parks, Performing Arts","Philadelphia",NA,1,39.948349,-75.155282,"Walnut Street Theatre","19107",125,4,"PA",NA,"10:0-22:0","10:0-22:0","10:0-22:0","10:0-22:0","10:0-22:0","10:0-22:0",NA,NA,NA,NA,"False",NA,NA,NA,NA,NA,NA,NA,NA,NA,"10:0-22:0",NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120 N State St",NA,"83FHr1-KM8qgWqQS_3kTnQ","Arts & Entertainment, Cinema, Performing Arts","Newtown",NA,1,40.2312498,-74.9368152,"Newtown Theatre","18940",9,3.5,"PA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2068 County Line Rd",NA,"UCDvb0oqI0chWO0C4MHoZA","Arts & Entertainment, Cinema","Huntingdon Valley",NA,1,40.168809,-75.071898,"Penn Cinema - Huntingdon Valley","19006",17,4.5,"PA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"u'full_bar'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6621 St Claude Ave","False","cURrMhXSPltwKW4PwQXKIw","Cinema, Performing Arts, Cultural Center, Music Venues, Arts & Entertainment, Nightlife","Arabi",NA,1,29.9580422,-90.0049728,"Zeitgeist Multi-Disciplinary Arts Center","70032",20,4.5,"LA","True","17:0-23:0","17:0-23:0","17:0-23:0","17:0-23:0","17:0-23:0","17:0-23:0","True","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",NA,NA,NA,NA,"True","False",NA,"1",NA,NA,NA,NA,"17:0-23:0","'beer_and_wine'","False","{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",NA,NA,"True",NA,NA,NA,NA,NA,NA,"{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': True, 'video': False, 'karaoke': False}",NA,NA,"{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}",NA,NA,NA,NA,NA,NA,NA,NA
"12657 Olive Blvd",NA,"W8TadKdJhJpFuHrAP5vS8Q","Cinema, Arts & Entertainment","Creve Coeur",NA,0,38.6797164,-90.4663829,"AMC Dine-In West Olive 16","63141",394,2,"MO",NA,"11:0-23:0","0:0-0:0","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0",NA,NA,NA,NA,"False",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11:0-23:0",NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1 Canal St","False","xIeHG2cqw7XEqy_M82zA7g","Caterers, Aquariums, Tours, Cinema, Zoos, Active Life, Event Planning & Services, Hotels & Travel, Arts & Entertainment","New Orleans",NA,1,29.9510013,-90.0630718,"Audubon Aquarium of the Americas","70130",523,3.5,"LA","True","10:0-17:0","10:0-17:0","10:0-17:0","10:0-17:0",NA,NA,"True","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10:0-17:0",NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20 E State St",NA,"aiaTyCE4Qb0hFsp5w2GwFA","Arts & Entertainment, Cinema","Doylestown",NA,1,40.3100289,-75.1298647,"County Theater","18901",41,4.5,"PA",NA,"16:0-21:30","15:0-20:30","12:30-21:30","15:0-20:30","15:0-20:30","14:0-20:30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12:30-21:30",NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1912 Richardson Rd",NA,"QomMGi8F1UqvCzSTapG01w","Cinema, Arts & Entertainment","Arnold",NA,1,38.4100901,-90.3861218,"Marcus Arnold Cinema","63010",33,2,"MO",NA,"12:0-22:0","12:0-22:0","12:0-22:0","12:0-22:0","12:0-21:0","12:0-22:0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12:0-22:0",NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115 S C St",NA,"VQUuSj9mWtIxyPIqFg2aRA","Nightlife, Outdoor Movies, Comedy Clubs, Arts & Entertainment, Cinema","Virginia City",NA,1,39.3083884468,-119.6502190853,"Virginia City Outlaws","89440",25,4.5,"NV","False","11:0-16:0","11:0-16:0","11:0-16:0","11:0-16:0","11:0-16:0","11:0-16:0","False","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",NA,"False",NA,"False","True","True",NA,"1",NA,NA,NA,NA,"11:0-16:0","u'none'","True","{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",NA,NA,"True",NA,NA,"u'very_loud'",NA,NA,"False","{'dj': False, 'background_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}","u'no'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"923 Ludlow St",NA,"puv6W7v6hEZMwD6JChw8FQ","Performing Arts, Arts & Entertainment, Cinema","Philadelphia",NA,1,39.9509431,-75.1562158,"Lantern Theater Company","19107",11,4,"PA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1461 Bethlehem Pike, Ste B13","False","HOgRUe5wU-y-OrOHsk0GTQ","Cinema, Arts & Entertainment","North Wales",NA,1,40.207212,-75.225425,"AMC 309 Cinema 9","19454",120,2.5,"PA",NA,"11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0",NA,NA,NA,NA,"False",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11:0-23:0",NA,"True",NA,NA,"u'casual'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6633 Center Grove Rd",NA,"jgfWkoSlePEA9mqtAIgAdA","Arts & Entertainment, Cinema","Edwardsville",NA,1,38.7835112,-89.9557512,"AMC Edwardsville 12","62025",47,2,"IL",NA,"11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0",NA,NA,NA,NA,"False",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11:0-23:0",NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Landmark Cinemas, 10200 102 Avenue",NA,"F_sdI7HblwIG1-PMADicHw","Arts & Entertainment, Cinema","Edmonton",NA,1,53.5435820882,-113.4954511585,"Landmark Cinemas 9 City Centre Edmonton","T5J 4B7",28,4,"AB",NA,"15:0-0:0","15:0-0:0","11:0-0:0","15:0-0:0","15:0-0:0","15:0-0:0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11:0-0:0",NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"750 Montgomery Glen Dr",NA,"2BKDwrfR3V0S913FmQKd-g","Cinema, Arts & Entertainment","Montgomeryville",NA,1,40.2486603521,-75.2394993554,"Water Tower Cinema","19446",14,3,"PA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6706 Clayton Rd.",NA,"W3J9p9rQlsvrghCYO-F7yw","Cinema, Arts & Entertainment","Saint Louis",NA,0,38.634182,-90.316645,"AMC Esquire 7","63117",37,2.5,"MO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4486 VETERANS MEMORIAL BLVD","False","bOxOq_q1d4CI984EO_LxFQ","Arts & Entertainment, Cinema","Metairie",NA,1,30.0025016456,-90.1830884816,"AMC Dine-In Clearview Palace 12","70006",123,3,"LA",NA,"11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0",NA,NA,NA,NA,"False",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11:0-23:0",NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"625 Lewis And Clark Blvd",NA,"mspQR4jIsBVNxz4XOibQnw","Arts & Entertainment, Cinema","East Alton",NA,1,38.8809929,-90.1185914,"AMC Classic Eastgate 6","62024",14,3,"IL",NA,"11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11:0-23:0",NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5700 North Belt W",NA,"t80KXjNtwBO_gJvhUiwDVg","Cinema, Drive-In Theater, Arts & Entertainment","Belleville",NA,1,38.5402805,-90.0324708,"Skyview Drive In","62226",55,4,"IL",NA,"18:30-0:0",NA,"18:30-0:0",NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,"u'no'","18:30-0:0","u'none'","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200 Water St",NA,"s1rieaE3tYVZw4cjybQrUQ","Cinema, Performing Arts, Arts & Entertainment","Wilmington",NA,1,39.7379064,-75.5548901,"Delaware Theatre Company","19801",6,4.5,"DE",NA,"10:0-16:0","10:0-16:0",NA,"10:0-16:0","10:0-16:0","10:0-16:0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5320 S Lindbergh Blvd","False","Q1KLnNCazyzKEeQ00Y-0gQ","Arts & Entertainment, Cinema","St. Louis",NA,1,38.527293,-90.3623316,"Ronnie's Marcus Imax Cinema","63126",199,3.5,"MO",NA,"12:0-22:0","12:0-22:0","12:0-22:0","12:0-22:0","12:0-21:0","12:0-22:0",NA,NA,NA,NA,"False",NA,NA,NA,NA,NA,NA,NA,NA,"u'free'","12:0-22:0",NA,"True",NA,NA,"u'casual'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121 Tuckahoe Road",NA,"1oQB5F-jNtVBSdHQoFBQaQ","Cinema, Arts & Entertainment","Sewell",NA,1,39.716198,-75.028576,"Regal UA Washington Township","08080",38,3.5,"NJ",NA,"11:0-23:30","0:0-0:0","11:0-23:30","11:0-23:30","11:0-23:30","11:0-23:30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11:0-23:30",NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"711 Evesham Rd",NA,"JiRx2kqPZDGIDXxCB7JT3w","Cinema, Arts & Entertainment, Event Planning & Services, Venues & Event Spaces","Somerdale",NA,1,39.8581349,-75.020421,"Cinemark 16 and XD","08083",67,3.5,"NJ","True",NA,NA,NA,NA,NA,NA,NA,NA,"False","False","False","False",NA,"False","False",NA,NA,"False","True",NA,NA,"u'none'","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4550 Overland Rd",NA,"GbmBEJZ38EpeYMn9kbg4wA","Cinema, Arts & Entertainment","Boise",NA,0,43.5913214,-116.2377402,"The Reel Theatre","83705",22,4.5,"ID",NA,"11:30-23:0","11:30-23:0","11:30-23:0","11:30-23:0","11:30-23:0","11:30-23:0",NA,NA,NA,NA,"False",NA,NA,NA,NA,NA,NA,NA,NA,"u'no'","11:30-23:0","u'none'","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6020 E 82nd St",NA,"-BuX4SXTqoidLl-H-FUH9g","Cinema, Arts & Entertainment","Indianapolis",NA,0,39.907691,-86.064481,"AMC Castleton Square 14","46250",57,3.5,"IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13965 S Virginia St","False","BAb-WOolx6RvaA4e7iteJA","Arts & Entertainment, Venues & Event Spaces, Cinema, Event Planning & Services","Reno",NA,1,39.4032701,-119.7481226,"Century Summit Sierra","89511",197,3.5,"NV","True",NA,NA,NA,NA,NA,NA,NA,NA,"False","False","False","False",NA,"False","False",NA,NA,"False","True","u'no'",NA,"u'beer_and_wine'","True",NA,NA,"u'casual'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222 N 20th St",NA,"m51s9JNDyR_VnYy7EWxgcA","Arts & Entertainment, Cinema","Philadelphia",NA,1,39.9583351365,-75.1736133699,"Tuttleman Imax Theater","19103",55,2.5,"PA",NA,"9:30-17:0","9:30-17:0","9:30-17:0","9:30-17:0","9:30-17:0","9:30-17:0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9:30-17:0",NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1714 Delancey St",NA,"j1ksm0IwqRlDeUj7hkPZYA","Cinema, Arts & Entertainment, Performing Arts","Philadelphia",NA,1,39.9468096,-75.1703797,"Plays & Players","19103",26,4,"PA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153 American Blvd.",NA,"Un47qmQC73wazTlaLAvXZQ","Cinema, Arts & Entertainment","Turnersville",NA,1,39.728657,-75.039792,"Regal Cross Keys","08012",14,3,"NJ",NA,"11:0-23:30","0:0-0:0","11:0-23:30","11:0-23:30","11:0-23:30","11:0-23:30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11:0-23:30",NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116 Rep John Lewis Way N",NA,"4Cal2AE6cr7m6nL20Rz2kQ","Local Flavor, Hotels & Travel, Music Venues, Nightlife, Tours, Historical Tours, Arts & Entertainment, Cinema, Restaurants, Museums, American (Traditional)","Nashville",NA,1,36.1612472,-86.7784711,"Ryman Auditorium","37219",574,4.5,"TN","True","9:0-16:0","0:0-0:0","10:0-16:0","9:0-16:0","9:0-16:0","9:0-16:0","True","{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': True}",NA,"False","False","False","True","False",NA,"2",NA,NA,"True","u'no'","9:0-16:0","'full_bar'","True","{'touristy': None, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': None, 'trendy': None, 'upscale': False, 'classy': True, 'casual': True}",NA,"u'casual'","True",NA,NA,"u'loud'",NA,NA,"False","{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': True, 'video': False, 'karaoke': False}","u'no'",NA,"{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': True, 'saturday': True}",NA,NA,NA,NA,NA,NA,NA,NA
"2206 E 116th St","False","WtxtrT2CjXmabCRxvBI0ig","Breweries, Food, Arts & Entertainment, Cinema","Carmel",NA,1,39.959851,-86.117214,"Flix Brewhouse Carmel","46032",472,4,"IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False",NA,NA,NA,NA,NA,NA,NA,NA,"u'free'",NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247 S Meridian St",NA,"6qiBFWh4zQXTcac4KzvYTQ","Bars, Cinema, Restaurants, Nightlife, Arts & Entertainment","Indianapolis",NA,0,39.763052,-86.157707,"Hollywood Bar & Filmworks","46225",5,4,"IN","True",NA,NA,NA,NA,NA,NA,NA,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",NA,NA,NA,NA,NA,"False","False","1","True",NA,NA,NA,NA,"u'full_bar'","True",NA,NA,"u'casual'","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2496 W. Brandon Blvd",NA,"8LbqoxdnVjL-9Tc2JOG1jg","Cinema, Arts & Entertainment","Brandon",NA,1,27.94322,-82.3244157,"AMC The Regency 20","33511",172,2.5,"FL",NA,"11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0",NA,NA,NA,NA,"False",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11:0-23:0",NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2500 E 2nd St",NA,"NAqJ1ZEU2nGYqUafvdxXJg","Cinema, Arts & Entertainment","Reno",NA,1,39.5274229,-119.7813365,"Grand Sierra Cinema","89595",58,3.5,"NV",NA,"15:30-22:30","15:30-20:0","12:30-22:30","15:30-20:0","15:30-20:0","15:30-20:0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12:30-22:30",NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109 W Lancaster Ave",NA,"jiKD1lIeCXmizNFDJqam-A","Cinema, Arts & Entertainment","Wayne",NA,1,40.044242,-75.388438,"Clearview Cinemas","19087",8,2.5,"PA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2302 E Hillsborough Ave",NA,"UzPyocL2CE7cUQCXRjbb-Q","Flea Markets, Cinema, Arts & Entertainment, Shopping","Tampa",NA,0,27.9976111769,-82.4336512562,"Fun Lan Drive In Theatre","33610",59,3.5,"FL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4801 E Fowler Ave",NA,"Ip44jRF1HPPAoJp7HR7ReQ","Arts & Entertainment, Tours, Cinema, Hotels & Travel, Museums","Tampa",NA,1,28.0536294,-82.4044188,"MOSI","33617",210,3,"FL",NA,"10:0-17:0","10:0-17:0","10:0-18:0","10:0-17:0","10:0-17:0","10:0-17:0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10:0-18:0",NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"750 Montgomery Glen Dr",NA,"qjWKGfxw0R0w3axFmBYE0Q","Cinema, Arts & Entertainment","Lansdale",NA,0,40.2487211188,-75.2395001741,"Frank Theatres - Montgomeryville Stadium 12","19446",39,3.5,"PA",NA,"11:0-0:0","11:0-0:0","11:0-0:0","11:0-0:0","11:0-0:0","11:0-0:0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11:0-0:0",NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"907 S Kellogg Ave",NA,"nJHk0TPwotUI8RzowlLK_A","Arts & Entertainment, Shopping, Drive-In Theater, Cinema","Goleta",NA,1,34.4268928,-119.8258484,"West Wind Drive-In Santa Barbara","93117",114,4.5,"CA","False","19:0-0:0","19:0-0:0","19:0-0:0","19:0-0:0","19:0-0:0","19:0-0:0",NA,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"19:0-0:0",NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"801 Decatur St",NA,"--x_BmZbxzK_nx_GHBaRVw","Arts & Entertainment, Cinema, Local Flavor, Hotels & Travel, Tours","New Orleans",NA,1,29.9575819,-90.0620566,"New Orleans Movie Tours","70114",23,4.5,"LA",NA,"14:0-15:0","14:0-15:0","14:0-15:0","14:0-15:0","14:0-15:0","14:0-15:0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14:0-15:0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3601 E Broadway",NA,"nsh6p0WVqGB8OhnM6_CKLg","Arts & Entertainment, Cinema","Tucson",NA,1,32.2248408,-110.9163507,"Century 20 El Con and XD","85716",19,3,"AZ","True",NA,NA,NA,NA,NA,NA,NA,NA,"False","False",NA,"False",NA,"False","False",NA,NA,"False","True",NA,NA,"u'beer_and_wine'","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8712 109 Street",NA,"atyWcLm7m5Zvu30xi0wr6w","Arts & Entertainment, Cinema","Edmonton",NA,1,53.5237941,-113.5121585,"Metro Cinema at the Garneau Theatre","T6G 1E9",66,4.5,"AB",NA,"18:15-21:45","18:15-21:45","13:15-21:45","18:15-21:45","18:15-21:45","18:15-21:45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13:15-21:45","u'beer_and_wine'","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"407 Bainbridge St",NA,"Cogh2FfWQjUTdB3GQ9zjZQ","Cinema, Performing Arts, Arts & Entertainment","Philadelphia",NA,0,39.9409248,-75.1496619,"Shubin Theatre","19147",7,4,"PA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
